Sanger_Sample_ID,Pool,Original_well,Tag1,Tag2,Run,Lane,Tag,Replicate,Source_sample,Species,Conc_ng_ul,Note
mxPCR8433001,10,A7,49,10,31658,1,496,10_pc10e8,10_pc10e8,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 5ag/ul 3D7
mxPCR8433002,10,B7,50,10,31658,1,497,10_pc10e7,10_pc10e7,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 50ag/ul 3D7
mxPCR8433003,10,C7,51,10,31658,1,498,10_pc10e6,10_pc10e6,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 500ag/ul 3D7
mxPCR8433004,10,D7,52,10,31658,1,499,10_pc10e5,10_pc10e5,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 5fg/ul 3D7
mxPCR8433005,10,E7,53,10,31658,1,500,10_pc10e4,10_pc10e4,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 50fg/ul 3D7
mxPCR8433006,11,A1,1,11,31658,1,501,11_un1,11_un1,Anopheles_stephensi,0.83,"stephensi (unfed) 1st lysis, 0.83ng/ul"
mxPCR8433007,11,B1,2,11,31658,1,502,11_un2,11_un2,Anopheles_stephensi,0.673,"stephensi (unfed) 1st lysis, 0.673ng/ul"
mxPCR8433008,11,C1,3,11,31658,1,503,11_un3,11_un3,Anopheles_stephensi,0.771,"stephensi (unfed) 1st lysis, 0.771ng/ul"
mxPCR8433009,11,D1,4,11,31658,1,504,11_un4,11_un4,Anopheles_stephensi,0.621,"stephensi (unfed) 1st lysis, 0.621ng/ul"
mxPCR8433010,11,E1,5,11,31658,1,505,11_un5,11_un5,Anopheles_stephensi,0.804,"stephensi (unfed) 1st lysis, 0.804ng/ul"
mxPCR8433011,11,F1,6,11,31658,1,506,11_un6,11_un6,Anopheles_stephensi,0.338,"stephensi (unfed) 1st lysis, 0.338ng/ul"
mxPCR8433012,11,G1,7,11,31658,1,507,11_un7,11_un7,Anopheles_stephensi,0.552,"stephensi (unfed) 1st lysis, 0.552ng/ul"
mxPCR8433013,11,H1,8,11,31658,1,508,11_un8,11_un8,Anopheles_stephensi,0.542,"stephensi (unfed) 1st lysis, 0.542ng/ul"
mxPCR8433014,11,A2,9,11,31658,1,509,11_0d1,11_0d1,Anopheles_stephensi,1.137,"stephensi (0 hours after feeding) 1st lysis, 1.137ng/ul"
mxPCR8433015,11,B2,10,11,31658,1,510,11_0d2,11_0d2,Anopheles_stephensi,1.122,"stephensi (0 hours after feeding) 1st lysis, 1.122ng/ul"
mxPCR8433016,11,C2,11,11,31658,1,511,11_0d3,11_0d3,Anopheles_stephensi,0.918,"stephensi (0 hours after feeding) 1st lysis, 0.918ng/ul"
mxPCR8433017,11,D2,12,11,31658,1,512,11_0d4,11_0d4,Anopheles_stephensi,0.863,"stephensi (0 hours after feeding) 1st lysis, 0.863ng/ul"
mxPCR8433018,11,E2,13,11,31658,1,513,11_0d5,11_0d5,Anopheles_stephensi,0.533,"stephensi (0 hours after feeding) 1st lysis, 0.533ng/ul"
mxPCR8433019,11,F2,14,11,31658,1,514,11_0d6,11_0d6,Anopheles_stephensi,0.709,"stephensi (0 hours after feeding) 1st lysis, 0.709ng/ul"
mxPCR8433020,11,G2,15,11,31658,1,515,11_0d7,11_0d7,Anopheles_stephensi,0.975,"stephensi (0 hours after feeding) 1st lysis, 0.975ng/ul"
mxPCR8433021,11,H2,16,11,31658,1,516,11_0d8,11_0d8,Anopheles_stephensi,0.968,"stephensi (0 hours after feeding) 1st lysis, 0.968ng/ul"
mxPCR8433022,11,A3,17,11,31658,1,517,11_1d1,11_1d1,Anopheles_stephensi,1.541,"stephensi (24 hours after feeding) 1st lysis, 1.541ng/ul"
mxPCR8433023,11,B3,18,11,31658,1,518,11_1d2,11_1d2,Anopheles_stephensi,1.396,"stephensi (24 hours after feeding) 1st lysis, 1.396ng/ul"
mxPCR8433024,11,C3,19,11,31658,1,519,11_1d3,11_1d3,Anopheles_stephensi,1.484,"stephensi (24 hours after feeding) 1st lysis, 1.484ng/ul"
mxPCR8433025,11,D3,20,11,31658,1,520,11_1d4,11_1d4,Anopheles_stephensi,1.574,"stephensi (24 hours after feeding) 1st lysis, 1.574ng/ul"
mxPCR8433026,11,E3,21,11,31658,1,521,11_1d5,11_1d5,Anopheles_stephensi,1.348,"stephensi (24 hours after feeding) 1st lysis, 1.348ng/ul"
mxPCR8433027,11,F3,22,11,31658,1,522,11_1d6,11_1d6,Anopheles_stephensi,1.565,"stephensi (24 hours after feeding) 1st lysis, 1.565ng/ul"
mxPCR8433028,11,G3,23,11,31658,1,523,11_1d7,11_1d7,Anopheles_stephensi,1.47,"stephensi (24 hours after feeding) 1st lysis, 1.47ng/ul"
mxPCR8433029,11,H3,24,11,31658,1,524,11_1d8,11_1d8,Anopheles_stephensi,2.107,"stephensi (24 hours after feeding) 1st lysis, 2.107ng/ul"
mxPCR8433030,11,A4,25,11,31658,1,525,11_3d1,11_3d1,Anopheles_stephensi,0.937,"stephensi (3 days after feeding) 1st lysis, 0.937ng/ul"
mxPCR8433031,11,B4,26,11,31658,1,526,11_3d2,11_3d2,Anopheles_stephensi,1.175,"stephensi (3 days after feeding) 1st lysis, 1.175ng/ul"
mxPCR8433032,11,C4,27,11,31658,1,527,11_3d3,11_3d3,Anopheles_stephensi,1.13,"stephensi (3 days after feeding) 1st lysis, 1.13ng/ul"
mxPCR8433033,11,D4,28,11,31658,1,528,11_3d4,11_3d4,Anopheles_stephensi,1.018,"stephensi (3 days after feeding) 1st lysis, 1.018ng/ul"
mxPCR8433034,11,E4,29,11,31658,1,529,11_3d5,11_3d5,Anopheles_stephensi,1.61,"stephensi (3 days after feeding) 1st lysis, 1.61ng/ul"
mxPCR8433035,11,F4,30,11,31658,1,530,11_3d6,11_3d6,Anopheles_stephensi,0.992,"stephensi (3 days after feeding) 1st lysis, 0.992ng/ul"
mxPCR8433036,11,G4,31,11,31658,1,531,11_3d7,11_3d7,Anopheles_stephensi,0.837,"stephensi (3 days after feeding) 1st lysis, 0.837ng/ul"
mxPCR8433037,11,H4,32,11,31658,1,532,11_3d8,11_3d8,Anopheles_stephensi,0.911,"stephensi (3 days after feeding) 1st lysis, 0.911ng/ul"
mxPCR8433038,11,A5,33,11,31658,1,533,11_9d1,11_9d1,Anopheles_stephensi,1.22,"stephensi (9 days after feeding) 1st lysis, 1.22ng/ul"
mxPCR8433039,11,B5,34,11,31658,1,534,11_9d2,11_9d2,Anopheles_stephensi,0.894,"stephensi (9 days after feeding) 1st lysis, 0.894ng/ul"
mxPCR8433040,11,C5,35,11,31658,1,535,11_9d3,11_9d3,Anopheles_stephensi,0.92,"stephensi (9 days after feeding) 1st lysis, 0.92ng/ul"
mxPCR8433041,11,D5,36,11,31658,1,536,11_9d4,11_9d4,Anopheles_stephensi,0.628,"stephensi (9 days after feeding) 1st lysis, 0.628ng/ul"
mxPCR8433042,11,E5,37,11,31658,1,537,11_9d5,11_9d5,Anopheles_stephensi,1.001,"stephensi (9 days after feeding) 1st lysis, 1.001ng/ul"
mxPCR8433043,11,F5,38,11,31658,1,538,11_9d6,11_9d6,Anopheles_stephensi,0.849,"stephensi (9 days after feeding) 1st lysis, 0.849ng/ul"
mxPCR8433044,11,G5,39,11,31658,1,539,11_9d7,11_9d7,Anopheles_stephensi,1.241,"stephensi (9 days after feeding) 1st lysis, 1.241ng/ul"
mxPCR8433045,11,H5,40,11,31658,1,540,11_9d8,11_9d8,Anopheles_stephensi,0.897,"stephensi (9 days after feeding) 1st lysis, 0.897ng/ul"
mxPCR8433046,11,A6,41,11,31658,1,541,11_ps10e8,11_ps10e8,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 5ag/ul 3D7
mxPCR8433047,11,B6,42,11,31658,1,542,11_ps10e7,11_ps10e7,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 50ag/ul 3D7
mxPCR8433048,11,C6,43,11,31658,1,543,11_ps10e6,11_ps10e6,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 500ag/ul 3D7
mxPCR8433049,11,D6,44,11,31658,1,544,11_ps10e5,11_ps10e5,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 5fg/ul 3D7
mxPCR8433050,11,E6,45,11,31658,1,545,11_ps10e4,11_ps10e4,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 50fg/ul 3D7
mxPCR8433051,11,A7,49,11,31658,1,546,11_pc10e8,11_pc10e8,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 5ag/ul 3D7
mxPCR8433052,11,B7,50,11,31658,1,547,11_pc10e7,11_pc10e7,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 50ag/ul 3D7
mxPCR8433053,11,C7,51,11,31658,1,548,11_pc10e6,11_pc10e6,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 500ag/ul 3D7
mxPCR8433054,11,D7,52,11,31658,1,549,11_pc10e5,11_pc10e5,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 5fg/ul 3D7
mxPCR8433055,11,E7,53,11,31658,1,550,11_pc10e4,11_pc10e4,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 50fg/ul 3D7
mxPCR8433056,12,A1,1,12,31658,1,551,12_un1,12_un1,Anopheles_stephensi,0.83,"stephensi (unfed) 1st lysis, 0.83ng/ul"
mxPCR8433057,12,B1,2,12,31658,1,552,12_un2,12_un2,Anopheles_stephensi,0.673,"stephensi (unfed) 1st lysis, 0.673ng/ul"
mxPCR8433058,12,C1,3,12,31658,1,553,12_un3,12_un3,Anopheles_stephensi,0.771,"stephensi (unfed) 1st lysis, 0.771ng/ul"
mxPCR8433059,12,D1,4,12,31658,1,554,12_un4,12_un4,Anopheles_stephensi,0.621,"stephensi (unfed) 1st lysis, 0.621ng/ul"
mxPCR8433060,12,E1,5,12,31658,1,555,12_un5,12_un5,Anopheles_stephensi,0.804,"stephensi (unfed) 1st lysis, 0.804ng/ul"
mxPCR8433061,12,F1,6,12,31658,1,556,12_un6,12_un6,Anopheles_stephensi,0.338,"stephensi (unfed) 1st lysis, 0.338ng/ul"
mxPCR8433062,12,G1,7,12,31658,1,557,12_un7,12_un7,Anopheles_stephensi,0.552,"stephensi (unfed) 1st lysis, 0.552ng/ul"
mxPCR8433063,12,H1,8,12,31658,1,558,12_un8,12_un8,Anopheles_stephensi,0.542,"stephensi (unfed) 1st lysis, 0.542ng/ul"
mxPCR8433064,12,A2,9,12,31658,1,559,12_0d1,12_0d1,Anopheles_stephensi,1.137,"stephensi (0 hours after feeding) 1st lysis, 1.137ng/ul"
mxPCR8433065,12,B2,10,12,31658,1,560,12_0d2,12_0d2,Anopheles_stephensi,1.122,"stephensi (0 hours after feeding) 1st lysis, 1.122ng/ul"
mxPCR8433066,12,C2,11,12,31658,1,561,12_0d3,12_0d3,Anopheles_stephensi,0.918,"stephensi (0 hours after feeding) 1st lysis, 0.918ng/ul"
mxPCR8433067,12,D2,12,12,31658,1,562,12_0d4,12_0d4,Anopheles_stephensi,0.863,"stephensi (0 hours after feeding) 1st lysis, 0.863ng/ul"
mxPCR8433068,12,E2,13,12,31658,1,563,12_0d5,12_0d5,Anopheles_stephensi,0.533,"stephensi (0 hours after feeding) 1st lysis, 0.533ng/ul"
mxPCR8433069,12,F2,14,12,31658,1,564,12_0d6,12_0d6,Anopheles_stephensi,0.709,"stephensi (0 hours after feeding) 1st lysis, 0.709ng/ul"
mxPCR8433070,12,G2,15,12,31658,1,565,12_0d7,12_0d7,Anopheles_stephensi,0.975,"stephensi (0 hours after feeding) 1st lysis, 0.975ng/ul"
mxPCR8433071,12,H2,16,12,31658,1,566,12_0d8,12_0d8,Anopheles_stephensi,0.968,"stephensi (0 hours after feeding) 1st lysis, 0.968ng/ul"
mxPCR8433072,12,A3,17,12,31658,1,567,12_1d1,12_1d1,Anopheles_stephensi,1.541,"stephensi (24 hours after feeding) 1st lysis, 1.541ng/ul"
mxPCR8433073,12,B3,18,12,31658,1,568,12_1d2,12_1d2,Anopheles_stephensi,1.396,"stephensi (24 hours after feeding) 1st lysis, 1.396ng/ul"
mxPCR8433074,12,C3,19,12,31658,1,569,12_1d3,12_1d3,Anopheles_stephensi,1.484,"stephensi (24 hours after feeding) 1st lysis, 1.484ng/ul"
mxPCR8433075,12,D3,20,12,31658,1,570,12_1d4,12_1d4,Anopheles_stephensi,1.574,"stephensi (24 hours after feeding) 1st lysis, 1.574ng/ul"
mxPCR8433076,12,E3,21,12,31658,1,571,12_1d5,12_1d5,Anopheles_stephensi,1.348,"stephensi (24 hours after feeding) 1st lysis, 1.348ng/ul"
mxPCR8433077,12,F3,22,12,31658,1,572,12_1d6,12_1d6,Anopheles_stephensi,1.565,"stephensi (24 hours after feeding) 1st lysis, 1.565ng/ul"
mxPCR8433078,12,G3,23,12,31658,1,573,12_1d7,12_1d7,Anopheles_stephensi,1.47,"stephensi (24 hours after feeding) 1st lysis, 1.47ng/ul"
mxPCR8433079,12,H3,24,12,31658,1,574,12_1d8,12_1d8,Anopheles_stephensi,2.107,"stephensi (24 hours after feeding) 1st lysis, 2.107ng/ul"
mxPCR8433080,12,A4,25,12,31658,1,575,12_3d1,12_3d1,Anopheles_stephensi,0.937,"stephensi (3 days after feeding) 1st lysis, 0.937ng/ul"
mxPCR8433081,12,B4,26,12,31658,1,576,12_3d2,12_3d2,Anopheles_stephensi,1.175,"stephensi (3 days after feeding) 1st lysis, 1.175ng/ul"
mxPCR8433082,12,C4,27,12,31658,1,577,12_3d3,12_3d3,Anopheles_stephensi,1.13,"stephensi (3 days after feeding) 1st lysis, 1.13ng/ul"
mxPCR8433083,12,D4,28,12,31658,1,578,12_3d4,12_3d4,Anopheles_stephensi,1.018,"stephensi (3 days after feeding) 1st lysis, 1.018ng/ul"
mxPCR8433084,12,E4,29,12,31658,1,579,12_3d5,12_3d5,Anopheles_stephensi,1.61,"stephensi (3 days after feeding) 1st lysis, 1.61ng/ul"
mxPCR8433085,12,F4,30,12,31658,1,580,12_3d6,12_3d6,Anopheles_stephensi,0.992,"stephensi (3 days after feeding) 1st lysis, 0.992ng/ul"
mxPCR8433086,12,G4,31,12,31658,1,581,12_3d7,12_3d7,Anopheles_stephensi,0.837,"stephensi (3 days after feeding) 1st lysis, 0.837ng/ul"
mxPCR8433087,12,H4,32,12,31658,1,582,12_3d8,12_3d8,Anopheles_stephensi,0.911,"stephensi (3 days after feeding) 1st lysis, 0.911ng/ul"
mxPCR8433088,12,A5,33,12,31658,1,583,12_9d1,12_9d1,Anopheles_stephensi,1.22,"stephensi (9 days after feeding) 1st lysis, 1.22ng/ul"
mxPCR8433089,12,B5,34,12,31658,1,584,12_9d2,12_9d2,Anopheles_stephensi,0.894,"stephensi (9 days after feeding) 1st lysis, 0.894ng/ul"
mxPCR8433090,12,C5,35,12,31658,1,585,12_9d3,12_9d3,Anopheles_stephensi,0.92,"stephensi (9 days after feeding) 1st lysis, 0.92ng/ul"
mxPCR8433091,12,D5,36,12,31658,1,586,12_9d4,12_9d4,Anopheles_stephensi,0.628,"stephensi (9 days after feeding) 1st lysis, 0.628ng/ul"
mxPCR8433092,12,E5,37,12,31658,1,587,12_9d5,12_9d5,Anopheles_stephensi,1.001,"stephensi (9 days after feeding) 1st lysis, 1.001ng/ul"
mxPCR8433093,12,F5,38,12,31658,1,588,12_9d6,12_9d6,Anopheles_stephensi,0.849,"stephensi (9 days after feeding) 1st lysis, 0.849ng/ul"
mxPCR8433094,12,G5,39,12,31658,1,589,12_9d7,12_9d7,Anopheles_stephensi,1.241,"stephensi (9 days after feeding) 1st lysis, 1.241ng/ul"
mxPCR8433095,12,H5,40,12,31658,1,590,12_9d8,12_9d8,Anopheles_stephensi,0.897,"stephensi (9 days after feeding) 1st lysis, 0.897ng/ul"
mxPCR8433096,12,A6,41,12,31658,1,591,12_ps10e8,12_ps10e8,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 5ag/ul 3D7
mxPCR8433097,12,B6,42,12,31658,1,592,12_ps10e7,12_ps10e7,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 50ag/ul 3D7
mxPCR8433098,12,C6,43,12,31658,1,593,12_ps10e6,12_ps10e6,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 500ag/ul 3D7
mxPCR8433099,12,D6,44,12,31658,1,594,12_ps10e5,12_ps10e5,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 5fg/ul 3D7
mxPCR8433100,12,E6,45,12,31658,1,595,12_ps10e4,12_ps10e4,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 50fg/ul 3D7
mxPCR8433101,12,A7,49,12,31658,1,596,12_pc10e8,12_pc10e8,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 5ag/ul 3D7
mxPCR8433102,12,B7,50,12,31658,1,597,12_pc10e7,12_pc10e7,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 50ag/ul 3D7
mxPCR8433103,12,C7,51,12,31658,1,598,12_pc10e6,12_pc10e6,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 500ag/ul 3D7
mxPCR8433104,12,D7,52,12,31658,1,599,12_pc10e5,12_pc10e5,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 5fg/ul 3D7
mxPCR8433105,12,E7,53,12,31658,1,600,12_pc10e4,12_pc10e4,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 50fg/ul 3D7
mxPCR8433106,13,A1,1,13,31658,1,601,13_un1,13_un1,Anopheles_stephensi,0.83,"stephensi (unfed) 1st lysis, 0.83ng/ul"
mxPCR8433107,13,B1,2,13,31658,1,602,13_un2,13_un2,Anopheles_stephensi,0.673,"stephensi (unfed) 1st lysis, 0.673ng/ul"
mxPCR8433108,13,C1,3,13,31658,1,603,13_un3,13_un3,Anopheles_stephensi,0.771,"stephensi (unfed) 1st lysis, 0.771ng/ul"
mxPCR8433109,13,D1,4,13,31658,1,604,13_un4,13_un4,Anopheles_stephensi,0.621,"stephensi (unfed) 1st lysis, 0.621ng/ul"
mxPCR8433110,13,E1,5,13,31658,1,605,13_un5,13_un5,Anopheles_stephensi,0.804,"stephensi (unfed) 1st lysis, 0.804ng/ul"
mxPCR8433111,13,F1,6,13,31658,1,606,13_un6,13_un6,Anopheles_stephensi,0.338,"stephensi (unfed) 1st lysis, 0.338ng/ul"
mxPCR8433112,13,G1,7,13,31658,1,607,13_un7,13_un7,Anopheles_stephensi,0.552,"stephensi (unfed) 1st lysis, 0.552ng/ul"
mxPCR8433113,13,H1,8,13,31658,1,608,13_un8,13_un8,Anopheles_stephensi,0.542,"stephensi (unfed) 1st lysis, 0.542ng/ul"
mxPCR8433114,13,A2,9,13,31658,1,609,13_0d1,13_0d1,Anopheles_stephensi,1.137,"stephensi (0 hours after feeding) 1st lysis, 1.137ng/ul"
mxPCR8433115,13,B2,10,13,31658,1,610,13_0d2,13_0d2,Anopheles_stephensi,1.122,"stephensi (0 hours after feeding) 1st lysis, 1.122ng/ul"
mxPCR8433116,13,C2,11,13,31658,1,611,13_0d3,13_0d3,Anopheles_stephensi,0.918,"stephensi (0 hours after feeding) 1st lysis, 0.918ng/ul"
mxPCR8433117,13,D2,12,13,31658,1,612,13_0d4,13_0d4,Anopheles_stephensi,0.863,"stephensi (0 hours after feeding) 1st lysis, 0.863ng/ul"
mxPCR8433118,13,E2,13,13,31658,1,613,13_0d5,13_0d5,Anopheles_stephensi,0.533,"stephensi (0 hours after feeding) 1st lysis, 0.533ng/ul"
mxPCR8433119,13,F2,14,13,31658,1,614,13_0d6,13_0d6,Anopheles_stephensi,0.709,"stephensi (0 hours after feeding) 1st lysis, 0.709ng/ul"
mxPCR8433120,13,G2,15,13,31658,1,615,13_0d7,13_0d7,Anopheles_stephensi,0.975,"stephensi (0 hours after feeding) 1st lysis, 0.975ng/ul"
mxPCR8433121,13,H2,16,13,31658,1,616,13_0d8,13_0d8,Anopheles_stephensi,0.968,"stephensi (0 hours after feeding) 1st lysis, 0.968ng/ul"
mxPCR8433122,13,A3,17,13,31658,1,617,13_1d1,13_1d1,Anopheles_stephensi,1.541,"stephensi (24 hours after feeding) 1st lysis, 1.541ng/ul"
mxPCR8433123,13,B3,18,13,31658,1,618,13_1d2,13_1d2,Anopheles_stephensi,1.396,"stephensi (24 hours after feeding) 1st lysis, 1.396ng/ul"
mxPCR8433124,13,C3,19,13,31658,1,619,13_1d3,13_1d3,Anopheles_stephensi,1.484,"stephensi (24 hours after feeding) 1st lysis, 1.484ng/ul"
mxPCR8433125,13,D3,20,13,31658,1,620,13_1d4,13_1d4,Anopheles_stephensi,1.574,"stephensi (24 hours after feeding) 1st lysis, 1.574ng/ul"
mxPCR8433126,13,E3,21,13,31658,1,621,13_1d5,13_1d5,Anopheles_stephensi,1.348,"stephensi (24 hours after feeding) 1st lysis, 1.348ng/ul"
mxPCR8433127,13,F3,22,13,31658,1,622,13_1d6,13_1d6,Anopheles_stephensi,1.565,"stephensi (24 hours after feeding) 1st lysis, 1.565ng/ul"
mxPCR8433128,13,G3,23,13,31658,1,623,13_1d7,13_1d7,Anopheles_stephensi,1.47,"stephensi (24 hours after feeding) 1st lysis, 1.47ng/ul"
mxPCR8433129,13,H3,24,13,31658,1,624,13_1d8,13_1d8,Anopheles_stephensi,2.107,"stephensi (24 hours after feeding) 1st lysis, 2.107ng/ul"
mxPCR8433130,13,A4,25,13,31658,1,625,13_3d1,13_3d1,Anopheles_stephensi,0.937,"stephensi (3 days after feeding) 1st lysis, 0.937ng/ul"
mxPCR8433131,13,B4,26,13,31658,1,626,13_3d2,13_3d2,Anopheles_stephensi,1.175,"stephensi (3 days after feeding) 1st lysis, 1.175ng/ul"
mxPCR8433132,13,C4,27,13,31658,1,627,13_3d3,13_3d3,Anopheles_stephensi,1.13,"stephensi (3 days after feeding) 1st lysis, 1.13ng/ul"
mxPCR8433133,13,D4,28,13,31658,1,628,13_3d4,13_3d4,Anopheles_stephensi,1.018,"stephensi (3 days after feeding) 1st lysis, 1.018ng/ul"
mxPCR8433134,13,E4,29,13,31658,1,629,13_3d5,13_3d5,Anopheles_stephensi,1.61,"stephensi (3 days after feeding) 1st lysis, 1.61ng/ul"
mxPCR8433135,13,F4,30,13,31658,1,630,13_3d6,13_3d6,Anopheles_stephensi,0.992,"stephensi (3 days after feeding) 1st lysis, 0.992ng/ul"
mxPCR8433136,13,G4,31,13,31658,1,631,13_3d7,13_3d7,Anopheles_stephensi,0.837,"stephensi (3 days after feeding) 1st lysis, 0.837ng/ul"
mxPCR8433137,13,H4,32,13,31658,1,632,13_3d8,13_3d8,Anopheles_stephensi,0.911,"stephensi (3 days after feeding) 1st lysis, 0.911ng/ul"
mxPCR8433138,13,A5,33,13,31658,1,633,13_9d1,13_9d1,Anopheles_stephensi,1.22,"stephensi (9 days after feeding) 1st lysis, 1.22ng/ul"
mxPCR8433139,13,B5,34,13,31658,1,634,13_9d2,13_9d2,Anopheles_stephensi,0.894,"stephensi (9 days after feeding) 1st lysis, 0.894ng/ul"
mxPCR8433140,13,C5,35,13,31658,1,635,13_9d3,13_9d3,Anopheles_stephensi,0.92,"stephensi (9 days after feeding) 1st lysis, 0.92ng/ul"
mxPCR8433141,13,D5,36,13,31658,1,636,13_9d4,13_9d4,Anopheles_stephensi,0.628,"stephensi (9 days after feeding) 1st lysis, 0.628ng/ul"
mxPCR8433142,13,E5,37,13,31658,1,637,13_9d5,13_9d5,Anopheles_stephensi,1.001,"stephensi (9 days after feeding) 1st lysis, 1.001ng/ul"
mxPCR8433143,13,F5,38,13,31658,1,638,13_9d6,13_9d6,Anopheles_stephensi,0.849,"stephensi (9 days after feeding) 1st lysis, 0.849ng/ul"
mxPCR8433144,13,G5,39,13,31658,1,639,13_9d7,13_9d7,Anopheles_stephensi,1.241,"stephensi (9 days after feeding) 1st lysis, 1.241ng/ul"
mxPCR8433145,13,H5,40,13,31658,1,640,13_9d8,13_9d8,Anopheles_stephensi,0.897,"stephensi (9 days after feeding) 1st lysis, 0.897ng/ul"
mxPCR8433146,13,A6,41,13,31658,1,641,13_ps10e8,13_ps10e8,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 5ag/ul 3D7
mxPCR8433147,13,B6,42,13,31658,1,642,13_ps10e7,13_ps10e7,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 50ag/ul 3D7
mxPCR8433148,13,C6,43,13,31658,1,643,13_ps10e6,13_ps10e6,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 500ag/ul 3D7
mxPCR8433149,13,D6,44,13,31658,1,644,13_ps10e5,13_ps10e5,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 5fg/ul 3D7
mxPCR8433150,13,E6,45,13,31658,1,645,13_ps10e4,13_ps10e4,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 50fg/ul 3D7
mxPCR8433151,13,A7,49,13,31658,1,646,13_pc10e8,13_pc10e8,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 5ag/ul 3D7
mxPCR8433152,13,B7,50,13,31658,1,647,13_pc10e7,13_pc10e7,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 50ag/ul 3D7
mxPCR8433153,13,C7,51,13,31658,1,648,13_pc10e6,13_pc10e6,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 500ag/ul 3D7
mxPCR8433154,13,D7,52,13,31658,1,649,13_pc10e5,13_pc10e5,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 5fg/ul 3D7
mxPCR8433155,13,E7,53,13,31658,1,650,13_pc10e4,13_pc10e4,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 50fg/ul 3D7
mxPCR8433156,14,A1,1,14,31658,1,651,14_un1,14_un1,Anopheles_stephensi,0.83,"stephensi (unfed) 1st lysis, 0.83ng/ul"
mxPCR8433157,14,B1,2,14,31658,1,652,14_un2,14_un2,Anopheles_stephensi,0.673,"stephensi (unfed) 1st lysis, 0.673ng/ul"
mxPCR8433158,14,C1,3,14,31658,1,653,14_un3,14_un3,Anopheles_stephensi,0.771,"stephensi (unfed) 1st lysis, 0.771ng/ul"
mxPCR8433159,14,D1,4,14,31658,1,654,14_un4,14_un4,Anopheles_stephensi,0.621,"stephensi (unfed) 1st lysis, 0.621ng/ul"
mxPCR8433160,14,E1,5,14,31658,1,655,14_un5,14_un5,Anopheles_stephensi,0.804,"stephensi (unfed) 1st lysis, 0.804ng/ul"
mxPCR8433161,14,F1,6,14,31658,1,656,14_un6,14_un6,Anopheles_stephensi,0.338,"stephensi (unfed) 1st lysis, 0.338ng/ul"
mxPCR8433162,14,G1,7,14,31658,1,657,14_un7,14_un7,Anopheles_stephensi,0.552,"stephensi (unfed) 1st lysis, 0.552ng/ul"
mxPCR8433163,14,H1,8,14,31658,1,658,14_un8,14_un8,Anopheles_stephensi,0.542,"stephensi (unfed) 1st lysis, 0.542ng/ul"
mxPCR8433164,14,A2,9,14,31658,1,659,14_0d1,14_0d1,Anopheles_stephensi,1.137,"stephensi (0 hours after feeding) 1st lysis, 1.137ng/ul"
mxPCR8433165,14,B2,10,14,31658,1,660,14_0d2,14_0d2,Anopheles_stephensi,1.122,"stephensi (0 hours after feeding) 1st lysis, 1.122ng/ul"
mxPCR8433166,14,C2,11,14,31658,1,661,14_0d3,14_0d3,Anopheles_stephensi,0.918,"stephensi (0 hours after feeding) 1st lysis, 0.918ng/ul"
